date,region,scenario,avg_price_usd_mwh,total_demand_mwh,energy_cost_usd_mwh,congestion_cost_usd_mwh,losses_cost_usd_mwh,renewable_share_pct,curtailment_mwh,hdd,cdd,dart_spread_usd_mwh,natgas_monthly
2023-05-09,ERCOT,Storage_Focus,38.16,120604.04467788663,36.76,0.11,1.3,37.9,30790.458102389704,0.0,10.155533548762168,0.13,3.011
2023-05-10,ERCOT,Storage_Focus,39.02,113038.22274969597,34.81,2.56,1.65,36.8,35876.28896301829,0.0,12.717827087617827,2.3,3.011
2023-05-11,ERCOT,Storage_Focus,43.24,133290.34234338085,39.46,2.52,1.26,37.3,14966.193195286402,0.0,10.707767016597412,-0.12,3.011
2023-05-12,ERCOT,Storage_Focus,39.07,113192.34792091927,35.08,2.59,1.41,37.0,21567.472754861843,0.0,10.833524085430497,0.81,3.011
2023-05-13,ERCOT,Storage_Focus,41.99,124437.15269862617,38.29,2.64,1.05,37.2,20081.182803633303,0.0,9.439767030635132,-0.49,3.011
2023-05-14,ERCOT,Storage_Focus,39.5,115343.71559056955,36.5,1.97,1.03,37.5,18799.835050535316,0.0,11.520858201923655,1.82,3.011
2023-05-15,ERCOT,Storage_Focus,39.71,126578.97125149955,36.92,1.61,1.19,36.6,19272.075401331695,0.0,14.12122094726724,1.46,3.011
2023-05-16,ERCOT,Storage_Focus,39.31,119188.0138889808,36.33,1.91,1.07,36.7,17126.61443802074,0.0,12.909303478719028,-0.01,3.011
2023-05-17,ERCOT,Storage_Focus,37.31,115205.84901741326,33.66,2.91,0.75,37.8,16714.111347617676,0.0,14.88171615759397,0.54,3.011
2023-05-18,ERCOT,Storage_Focus,37.13,111258.23043524034,33.73,2.72,0.68,36.9,14934.748121679611,0.0,10.58323020156606,0.24,3.011
2023-05-19,ERCOT,Storage_Focus,38.54,117138.35569639114,35.77,1.96,0.81,36.6,25601.162906314854,0.0,14.47466985394859,0.9,3.011
2023-05-20,ERCOT,Storage_Focus,40.76,115303.87549797751,36.0,3.04,1.72,36.7,26632.317879954764,0.0,10.48981182891644,1.01,3.011
2023-05-21,ERCOT,Storage_Focus,40.83,120869.19408258008,37.06,3.11,0.66,38.7,10748.179452911978,0.0,12.018579400931962,-0.49,3.011
2023-05-22,ERCOT,Storage_Focus,40.54,108266.3130348561,37.1,1.99,1.46,37.0,7699.198469581223,0.0,13.199918518083432,0.98,3.011
2023-05-23,ERCOT,Storage_Focus,40.49,123844.14445548308,38.35,0.82,1.31,37.3,12673.053630748776,0.0,14.293641307311624,1.35,3.011
2023-05-24,ERCOT,Storage_Focus,39.64,109899.0593658371,36.26,1.98,1.41,37.0,11119.977756151444,0.0,16.09930689982906,0.56,3.011
2023-05-25,ERCOT,Storage_Focus,39.88,124426.24898859963,37.19,1.64,1.04,37.1,8056.389792617221,0.0,11.217242906114205,0.14,3.011
2023-05-26,ERCOT,Storage_Focus,38.69,106854.73548033545,35.64,1.78,1.27,37.3,16895.648463264093,0.0,12.794183334087258,-0.03,3.011
2023-05-27,ERCOT,Storage_Focus,41.74,124618.07880769571,39.17,1.2,1.37,37.0,12554.285470778837,0.0,13.55393534673847,-1.13,3.011
2023-05-28,ERCOT,Storage_Focus,38.49,115084.7560596554,35.59,1.98,0.92,37.5,18405.08611873397,0.0,12.047780980467994,-0.73,3.011
2023-05-29,ERCOT,Storage_Focus,40.13,122463.77093647858,36.92,2.18,1.03,37.8,19996.236235850814,0.0,14.791577772610822,-0.05,3.011
2023-05-30,ERCOT,Storage_Focus,40.35,122413.32576977668,37.31,2.11,0.93,37.6,25808.504018164585,0.0,11.443851302258032,1.06,3.011
2023-05-31,ERCOT,Storage_Focus,42.58,115548.16993173397,38.18,2.98,1.41,37.5,30347.375870900174,0.0,14.063100114085763,1.73,3.011
2023-06-01,ERCOT,Storage_Focus,38.77,113131.04440537152,35.47,2.46,0.83,36.8,13398.684247626687,0.0,14.294967421505554,0.96,2.739
2023-06-02,ERCOT,Storage_Focus,42.57,133277.0563346143,40.12,1.42,1.04,36.4,24896.816150580824,0.0,12.664071440075787,-0.66,2.739
2023-06-03,ERCOT,Storage_Focus,40.17,119341.05556676131,36.06,2.73,1.37,36.7,33861.51776908757,0.0,11.665832551338525,2.04,2.739
2023-06-04,ERCOT,Storage_Focus,38.12,107680.08259424486,33.88,2.73,1.51,37.5,27313.91518231379,0.0,14.82482885921118,-1.77,2.739
2023-06-05,ERCOT,Storage_Focus,37.87,108173.40904866683,33.86,2.6,1.41,37.6,22327.8687970656,0.0,13.14260281254776,1.36,2.739
2023-06-06,ERCOT,Storage_Focus,36.79,105961.37915663418,34.61,1.2,0.97,36.3,13644.383495974527,0.0,12.182400316441047,1.51,2.739
2023-06-07,ERCOT,Storage_Focus,41.76,120287.05625353161,38.62,1.99,1.15,37.6,11466.749184668566,0.0,13.173753916953409,-1.21,2.739
2023-06-08,ERCOT,Storage_Focus,40.03,122587.99007175841,37.51,1.43,1.09,36.9,13878.196681632862,0.0,12.827466326010331,-2.18,2.739
2023-06-09,ERCOT,Storage_Focus,38.1,112409.23194475211,35.56,1.54,0.99,37.3,9462.679205243514,0.0,12.883252742129319,-0.8,2.739
2023-06-10,ERCOT,Storage_Focus,41.74,122250.93582523998,39.02,1.93,0.79,37.7,11757.591113648466,0.0,16.989429489802497,0.47,2.739
2023-06-11,ERCOT,Storage_Focus,40.96,120130.20277921123,37.66,1.72,1.58,37.6,16084.148612149638,0.0,15.271913876187824,1.87,2.739
2023-06-12,ERCOT,Storage_Focus,37.61,111502.16082274415,33.53,2.79,1.29,37.4,36305.38484471817,0.0,12.931750535940306,0.27,2.739
2023-06-13,ERCOT,Storage_Focus,38.97,113297.28718327176,35.48,2.34,1.14,37.1,26607.601512697638,0.0,18.53211361917004,0.65,2.739
2023-06-14,ERCOT,Storage_Focus,39.79,123370.49487121958,37.4,1.32,1.08,37.4,18974.20249701333,0.0,15.104615040754965,0.84,2.739
2023-06-15,ERCOT,Storage_Focus,40.56,117593.29827574908,36.63,2.44,1.49,36.7,7516.116414371933,0.0,12.867311594887283,0.44,2.739
2023-06-16,ERCOT,Storage_Focus,41.29,119098.812461073,36.28,4.18,0.83,37.8,7919.584408162027,0.0,11.974267764748973,0.59,2.739
2023-06-17,ERCOT,Storage_Focus,39.62,121740.94448918248,36.42,1.99,1.21,37.5,33736.80294301586,0.0,16.35070159250028,-2.18,2.739
2023-06-18,ERCOT,Storage_Focus,41.37,124426.80952343483,37.76,2.29,1.32,37.2,16896.366570801565,0.0,16.983797956839375,1.64,2.739
2023-06-19,ERCOT,Storage_Focus,37.89,109290.33199205814,35.43,1.78,0.68,37.1,28243.486774232613,0.0,12.694190550298103,0.04,2.739
2023-06-20,ERCOT,Storage_Focus,40.14,128791.32426389404,37.6,0.86,1.68,36.8,13824.302173868728,0.0,14.403978546135335,0.69,2.739
2023-06-21,ERCOT,Storage_Focus,37.21,111921.22534622542,34.97,1.11,1.12,37.8,19891.100188175868,0.0,13.65277535737496,-0.16,2.739
2023-06-22,ERCOT,Storage_Focus,39.9,113703.38639097137,35.24,3.6,1.06,36.9,33891.48005758555,0.0,14.028528961557754,2.43,2.739
2023-06-23,ERCOT,Storage_Focus,40.84,120826.45612126107,37.39,2.75,0.7,37.8,15695.151442397584,0.0,16.24545887679409,-0.43,2.739
2023-06-24,ERCOT,Storage_Focus,40.57,130613.26957062095,38.8,0.93,0.85,37.6,24598.61401772458,0.0,16.264877726562254,-0.02,2.739
2023-06-25,ERCOT,Storage_Focus,42.9,124152.39165198295,38.86,2.61,1.43,36.9,27232.384327187847,0.0,13.081097775457366,2.03,2.739
2023-06-26,ERCOT,Storage_Focus,37.19,113361.89421921558,34.04,1.75,1.41,37.5,22707.414639085557,0.0,12.547389515121388,0.97,2.739
2023-06-27,ERCOT,Storage_Focus,37.9,103381.31844998628,35.16,1.7,1.04,37.3,9148.266548941148,0.0,13.328021631126283,0.53,2.739
2023-06-28,ERCOT,Storage_Focus,39.37,114898.34015740403,35.56,2.48,1.33,37.0,12288.795217913892,0.0,12.655959897680319,-0.67,2.739
2023-06-29,ERCOT,Storage_Focus,38.95,112613.02591506227,35.69,1.65,1.61,37.2,29814.24265099064,0.0,14.143044721065095,-0.81,2.739
2023-06-30,ERCOT,Storage_Focus,42.19,126034.8833173943,38.58,2.36,1.24,36.8,17328.10193647541,0.0,12.57064933874949,0.83,2.739
2023-07-01,ERCOT,Storage_Focus,37.95,106123.0366526441,34.87,2.39,0.69,36.7,29163.177985917824,0.0,16.992524604331237,-0.99,2.548
2023-07-02,ERCOT,Storage_Focus,40.42,112503.614445151,37.09,1.89,1.44,37.5,33266.363931033164,0.0,12.520293488392934,-0.69,2.548
2023-07-03,ERCOT,Storage_Focus,39.06,110121.93231231856,36.18,2.1,0.77,37.5,15775.321343881265,0.0,14.71574416407092,-1.76,2.548
2023-07-04,ERCOT,Storage_Focus,39.64,124824.51075770397,36.49,2.03,1.12,37.8,28546.77290054937,0.0,11.108664534556318,0.63,2.548
2023-07-05,ERCOT,Storage_Focus,38.99,112328.71385751112,35.46,2.57,0.96,37.3,9214.364808920744,0.0,10.197943161624892,1.08,2.548
2023-07-06,ERCOT,Storage_Focus,40.17,118617.00496491513,36.36,2.3,1.52,37.5,15203.040003719485,0.0,12.571445851922952,0.56,2.548
2023-07-07,ERCOT,Storage_Focus,37.74,108442.14075515757,34.3,2.17,1.28,37.4,11961.991065474656,0.0,12.029523074603823,1.05,2.548
2023-07-08,ERCOT,Storage_Focus,38.35,108588.87798951709,34.2,2.89,1.25,37.2,14108.837390372813,0.0,9.383223754699973,0.08,2.548
2023-07-09,ERCOT,Storage_Focus,37.79,108352.32297337336,35.75,1.26,0.78,38.1,9686.872635213516,0.0,13.772208806472786,-0.1,2.548
2023-07-10,ERCOT,Storage_Focus,40.52,116943.29888024517,35.68,3.56,1.29,37.0,30954.745010091683,0.0,13.821300007219673,-0.54,2.548
2023-07-11,ERCOT,Storage_Focus,41.15,126159.36137742699,36.54,3.39,1.23,37.0,15662.318684578555,0.0,7.889553904893802,-1.69,2.548
2023-07-12,ERCOT,Storage_Focus,40.34,117244.06106432571,36.11,2.54,1.69,37.2,29026.682089284943,0.0,12.108795585353235,2.31,2.548
2023-07-13,ERCOT,Storage_Focus,37.45,109159.23492572705,34.32,1.99,1.14,37.7,15704.38929746781,0.0,12.697430730082424,-0.37,2.548
2023-07-14,ERCOT,Storage_Focus,39.55,118063.74012427381,36.88,1.53,1.14,36.6,17051.706018506142,0.0,16.709982883691858,2.14,2.548
2023-07-15,ERCOT,Storage_Focus,37.23,107890.27496174196,34.26,1.38,1.59,37.8,23134.164774325753,0.0,13.473863766050464,-1.45,2.548
2023-07-16,ERCOT,Storage_Focus,39.21,127016.03590407543,35.41,2.41,1.39,37.4,25982.34587225781,0.0,13.319538842229385,-0.71,2.548
2023-07-17,ERCOT,Storage_Focus,39.0,119201.61491780107,36.22,1.15,1.63,36.3,7679.894941582164,0.0,14.51254845984866,-0.43,2.548
2023-07-18,ERCOT,Storage_Focus,40.96,124230.06382526775,37.29,2.43,1.25,37.7,33421.445024326735,0.0,12.626241492521245,-0.35,2.548
2023-07-19,ERCOT,Storage_Focus,40.32,121285.25161270547,35.88,3.43,1.01,36.7,12009.384152550158,0.0,10.982899033223447,0.03,2.548
2023-07-20,ERCOT,Storage_Focus,44.93,129048.41089735435,39.49,3.92,1.52,37.8,14344.185431285545,0.0,9.98151911096118,2.1,2.548
2023-07-21,ERCOT,Storage_Focus,39.25,109099.17672558416,35.18,3.16,0.91,37.8,35662.55508809164,0.0,14.942348210953611,0.86,2.548
2023-07-22,ERCOT,Storage_Focus,36.72,108450.28974300851,33.96,1.98,0.78,37.0,24298.895863930153,0.0,11.204154033698696,0.04,2.548
2023-07-23,ERCOT,Storage_Focus,41.78,124621.21674968832,36.41,3.85,1.52,36.8,9284.18472385293,0.0,15.721557638949655,0.72,2.548
2023-07-24,ERCOT,Storage_Focus,43.04,119965.68109796781,37.02,4.47,1.55,37.5,16791.816097575083,0.0,13.104768531785478,1.32,2.548
2023-07-25,ERCOT,Storage_Focus,38.82,119405.52123786879,35.88,1.79,1.15,37.2,17562.681100590413,0.0,10.835972638167636,1.24,2.548
2023-07-26,ERCOT,Storage_Focus,41.27,124810.33415530488,37.42,2.4,1.45,37.5,22125.192182226823,0.0,10.198137688892647,0.38,2.548
2023-07-27,ERCOT,Storage_Focus,38.97,115734.14105895856,34.4,3.38,1.19,37.7,25385.076110479087,0.0,10.537379671793289,0.51,2.548
2023-07-28,ERCOT,Storage_Focus,35.86,113060.64208001397,34.07,1.23,0.56,37.6,14323.578668331276,0.0,8.75402934879078,0.07,2.548
2023-07-29,ERCOT,Storage_Focus,38.04,111017.27056355786,35.07,1.57,1.4,37.7,21878.251691548125,0.0,11.330594600319397,-0.37,2.548
2023-07-30,ERCOT,Storage_Focus,36.13,110745.7502686285,32.88,1.53,1.73,37.6,29603.154157262226,0.0,10.51377327714761,-0.35,2.548
2023-07-31,ERCOT,Storage_Focus,38.96,120694.70139605734,36.41,1.2,1.34,37.1,13925.510071348463,0.0,11.52060440072232,-0.36,2.548
2023-08-01,ERCOT,Storage_Focus,37.52,118252.53823317475,34.3,1.86,1.36,36.7,26099.633041270914,0.0,7.385264593753593,2.42,2.647
2023-08-02,ERCOT,Storage_Focus,40.3,116378.69493789297,36.62,2.31,1.36,38.3,31664.185185548064,0.0,7.304317339169867,-0.38,2.647
2023-08-03,ERCOT,Storage_Focus,39.65,113856.8533682019,35.71,2.63,1.31,37.2,16616.372515654948,0.0,13.419632733277965,1.54,2.647
2023-08-04,ERCOT,Storage_Focus,39.98,125480.06386175778,36.82,2.0,1.16,38.1,6805.440894124217,0.0,8.27047319413538,1.9,2.647
2023-08-05,ERCOT,Storage_Focus,37.79,111221.96165609652,35.4,1.27,1.11,36.8,32674.16874959685,0.0,10.840272061823299,0.47,2.647
2023-08-06,ERCOT,Storage_Focus,37.18,110853.11913076307,33.53,2.73,0.93,37.6,23453.46652614535,0.0,9.902586361262319,0.65,2.647
2023-08-07,ERCOT,Storage_Focus,43.45,132235.34652705636,39.04,2.94,1.48,37.0,28342.364242813248,0.0,9.705261149692543,-0.25,2.647
2023-08-08,ERCOT,Storage_Focus,34.08,104109.35542555516,31.89,0.46,1.73,37.4,16848.280700189236,0.0,5.598575537791362,0.72,2.647
2023-08-09,ERCOT,Storage_Focus,38.39,103443.69696473119,35.38,1.69,1.31,37.8,32983.01061286622,0.0,7.62524137255912,0.98,2.647
2023-08-10,ERCOT,Storage_Focus,40.18,114626.44446303838,37.09,2.19,0.9,37.8,30248.41911901667,0.0,9.436414781479094,1.98,2.647
2023-08-11,ERCOT,Storage_Focus,41.49,116826.61620210424,36.83,3.58,1.08,36.8,10093.923439400394,0.0,6.94214185952152,0.59,2.647
2023-08-12,ERCOT,Storage_Focus,35.08,109527.82419400915,33.47,0.6,1.01,37.2,17501.290343187313,0.0,6.938258056282656,1.95,2.647
2023-08-13,ERCOT,Storage_Focus,44.19,114292.60285815423,38.72,4.37,1.1,37.4,30364.043999187797,0.0,9.204949447899214,2.01,2.647
2023-08-14,ERCOT,Storage_Focus,37.18,105740.31829913043,32.52,3.17,1.5,38.2,13269.994905624513,0.0,6.699009436192899,1.7,2.647
2023-08-15,ERCOT,Storage_Focus,39.97,114787.41990391574,36.98,2.02,0.97,38.2,32012.10355771291,0.0,11.446990829709005,0.76,2.647
2023-08-16,ERCOT,Storage_Focus,36.41,109345.52190528352,33.5,1.87,1.03,37.3,30874.883262294126,0.0,4.153190674004211,-0.87,2.647
2023-08-17,ERCOT,Storage_Focus,36.42,107725.67035335042,33.68,1.31,1.43,37.3,31170.872977958694,0.0,8.679587858627492,-0.34,2.647
2023-08-18,ERCOT,Storage_Focus,39.78,124675.59787854104,36.45,2.37,0.96,36.6,26060.416688354402,0.0,3.8462475302919295,-1.23,2.647
2023-08-19,ERCOT,Storage_Focus,40.65,123609.32798951335,37.78,2.06,0.81,36.6,30808.495112989258,0.0,3.1720158754937344,1.1,2.647
2023-08-20,ERCOT,Storage_Focus,39.8,121467.55367358106,35.69,2.7,1.41,36.7,20840.676460793344,0.0,7.123542575306303,0.28,2.647
2023-08-21,ERCOT,Storage_Focus,37.02,118464.43989140604,33.73,2.38,0.91,36.4,19463.277782929817,0.0,6.008694084314573,1.34,2.647
2023-08-22,ERCOT,Storage_Focus,38.64,114056.12142213855,35.65,1.64,1.35,37.1,29943.42011304324,0.0,4.593282526334466,0.7,2.647
2023-08-23,ERCOT,Storage_Focus,38.01,114441.9909390235,35.35,1.89,0.77,37.8,23791.166289253222,0.0,4.433189812040155,1.71,2.647
2023-08-24,ERCOT,Storage_Focus,38.18,110894.3480924816,33.87,2.83,1.48,37.5,37262.06977589649,0.0,2.9119566456965202,0.45,2.647
2023-08-25,ERCOT,Storage_Focus,40.65,120775.01495151877,36.48,3.16,1.01,37.5,14022.438203249116,0.0,4.690994039580694,1.09,2.647
2023-08-26,ERCOT,Storage_Focus,38.5,117858.4055450931,35.19,2.16,1.15,37.3,14515.74546946072,0.0,1.9133113742917693,-0.72,2.647
2023-08-27,ERCOT,Storage_Focus,39.44,118121.33110546455,36.22,2.65,0.58,37.2,33779.49610459313,0.0,6.82621276594395,0.96,2.647
2023-08-28,ERCOT,Storage_Focus,37.03,102381.84395401039,34.31,1.95,0.76,36.3,12191.161208863728,0.0,5.930520675213312,-0.08,2.647
2023-08-29,ERCOT,Storage_Focus,38.27,106120.94701436616,34.98,1.95,1.34,36.5,17202.89740457517,0.0,6.538778670365616,-0.2,2.647
2023-08-30,ERCOT,Storage_Focus,37.68,112311.04204680678,35.03,1.77,0.88,36.8,26170.471151096353,0.0,4.418575596702951,-0.61,2.647
2023-08-31,ERCOT,Storage_Focus,40.13,120620.4080752517,37.56,1.67,0.91,37.2,17584.884019949808,0.0,5.595270487179771,-0.33,2.647
2023-09-01,ERCOT,Storage_Focus,38.92,108606.974597248,36.01,1.63,1.28,37.0,8498.957098330404,0.0,4.414254212093066,0.72,2.35
2023-09-02,ERCOT,Storage_Focus,40.1,121227.27821104664,38.41,0.59,1.09,36.4,15147.630396790159,0.0,3.9241691356125443,-0.59,2.35
2023-09-03,ERCOT,Storage_Focus,39.99,115419.29707676209,37.13,1.79,1.07,36.8,16119.027815833093,0.0,4.631816005683902,0.62,2.35
2023-09-04,ERCOT,Storage_Focus,39.69,115645.63778312283,37.17,1.27,1.24,37.5,17031.97672748694,0.0,2.4598240012018557,-0.28,2.35
2023-09-05,ERCOT,Storage_Focus,37.01,108378.63557215926,34.4,1.73,0.87,38.0,21912.57969576239,0.0,4.610153522205138,0.76,2.35
2023-09-06,ERCOT,Storage_Focus,37.12,114168.95974239815,34.96,1.25,0.9,37.6,27890.942337505352,0.0,4.600955288129104,0.59,2.35
2023-09-07,ERCOT,Storage_Focus,34.49,105706.36895776383,31.35,2.18,0.97,36.9,18561.768806452237,0.0,2.0729831256122537,-2.07,2.35
2023-09-08,ERCOT,Storage_Focus,36.36,107514.38883386382,33.52,1.84,1.01,37.4,25760.533296594764,0.0,3.6780361127500996,1.99,2.35
2023-09-09,ERCOT,Storage_Focus,39.39,113842.73446511621,35.73,1.97,1.69,36.2,16905.844349052662,0.0,2.2963924565018345,0.28,2.35
2023-09-10,ERCOT,Storage_Focus,38.44,115302.69764774646,34.01,2.96,1.47,37.7,27436.80452400442,0.0,5.395005198321151,-0.13,2.35
2023-09-11,ERCOT,Storage_Focus,39.57,119648.85432395301,37.33,1.2,1.04,37.1,23013.856253494276,0.0,4.470168222567853,2.66,2.35
2023-09-12,ERCOT,Storage_Focus,38.82,111610.34456184696,36.25,2.11,0.47,36.7,25891.352685220572,0.0,2.810196343577104,0.48,2.35
2023-09-13,ERCOT,Storage_Focus,39.93,120193.03739548809,35.72,3.35,0.85,37.5,24959.319088003274,0.0,1.7909520002172101,1.88,2.35
2023-09-14,ERCOT,Storage_Focus,35.72,116390.61237628234,34.17,0.42,1.13,36.1,22800.440330324232,0.0,2.7688994441509003,0.2,2.35
2023-09-15,ERCOT,Storage_Focus,40.65,115259.27645021654,37.26,2.69,0.7,36.6,10121.4898583613,0.0,0.9421585140519504,2.15,2.35
2023-09-16,ERCOT,Storage_Focus,37.1,115820.35540158662,35.26,0.65,1.18,38.5,28441.499003496836,0.0,4.188921524658674,0.56,2.35
2023-09-17,ERCOT,Storage_Focus,36.57,104576.00213004065,33.52,1.8,1.24,36.3,22334.917085728943,0.0,1.4036737528139156,-0.14,2.35
2023-09-18,ERCOT,Storage_Focus,40.18,109633.75007239323,36.02,2.8,1.36,36.9,10736.403841164834,0.0,0.7096064998131979,1.11,2.35
2023-09-19,ERCOT,Storage_Focus,39.39,112459.22496011805,36.21,2.06,1.12,37.6,22368.976668320287,0.0,0.13801730822251557,0.26,2.35
2023-09-20,ERCOT,Storage_Focus,39.03,107812.24433628136,36.72,1.5,0.81,37.1,23886.74125360986,0.0,0.5844110797641875,0.67,2.35
2023-09-21,ERCOT,Storage_Focus,38.09,106153.19855015524,35.25,2.24,0.61,36.9,23375.563387040143,0.0,2.6621251331050644,-0.31,2.35
2023-09-22,ERCOT,Storage_Focus,37.86,110451.67281955674,34.81,2.08,0.97,37.6,35440.23553542059,0.34303869823597566,0.0,-0.36,2.35
2023-09-23,ERCOT,Storage_Focus,39.17,115997.3540914261,36.41,1.26,1.5,37.5,14203.740242425954,0.0,0.6038608946954085,0.76,2.35
2023-09-24,ERCOT,Storage_Focus,38.03,109604.08923272046,34.84,1.46,1.72,36.8,9835.188132549922,0.2411895009977556,0.0,0.52,2.35
2023-09-25,ERCOT,Storage_Focus,38.85,111150.61731314952,34.08,3.3,1.47,37.0,18263.067694722344,0.0,0.06126114471670974,0.32,2.35
2023-09-26,ERCOT,Storage_Focus,39.29,119690.69327445584,36.16,1.8,1.33,37.0,18250.024898626467,0.5677766117067051,0.0,-0.23,2.35
2023-09-27,ERCOT,Storage_Focus,38.73,113101.69113852938,34.63,3.11,0.99,36.8,12679.890342645216,4.586035254284784,0.0,0.69,2.35
2023-09-28,ERCOT,Storage_Focus,37.8,111738.11816211657,34.6,1.73,1.47,36.2,17466.538523667994,0.9392145607225046,0.0,1.12,2.35
2023-09-29,ERCOT,Storage_Focus,40.55,105552.43659938354,36.89,2.47,1.19,36.7,24161.01079767415,0.0,1.6660773929407462,0.64,2.35
2023-09-30,ERCOT,Storage_Focus,37.5,120905.81474483684,33.08,3.25,1.17,36.5,12269.401302881583,1.558290255303536,0.0,0.4,2.35
2023-10-01,ERCOT,Storage_Focus,40.9,119497.06052011077,36.54,3.12,1.23,37.2,10513.337019167835,0.0,0.4215539541156481,-0.6,2.783
2023-10-02,ERCOT,Storage_Focus,38.97,104274.32507546457,34.06,3.47,1.44,35.9,36881.08321972822,1.5376054655115645,0.0,2.96,2.783
2023-10-03,ERCOT,Storage_Focus,34.95,94353.0873894954,32.03,1.75,1.17,36.8,40606.22777668746,3.8003239705461223,0.0,0.07,2.783
2023-10-04,ERCOT,Storage_Focus,36.71,104781.51404628929,33.51,2.52,0.68,36.6,25504.61110625368,3.019578095027356,0.0,-0.91,2.783
2023-10-05,ERCOT,Storage_Focus,38.12,106728.56310253617,34.07,2.61,1.44,35.9,23614.59867358116,2.867352123652166,0.0,-0.06,2.783
2023-10-06,ERCOT,Storage_Focus,39.07,119716.57527311648,35.56,2.16,1.35,36.5,36463.50243148396,4.441558431519912,0.0,-1.18,2.783
2023-10-07,ERCOT,Storage_Focus,40.24,109625.98962794943,35.5,3.66,1.07,36.9,28113.17849753014,3.8002302865157755,0.0,0.88,2.783
2023-10-08,ERCOT,Storage_Focus,36.68,115829.84147694327,34.17,1.05,1.46,36.1,36425.75266185853,4.792772410870615,0.0,0.34,2.783
2023-10-09,ERCOT,Storage_Focus,37.18,106454.64423707248,33.56,2.17,1.45,36.2,14835.419351536348,4.137119836356144,0.0,0.38,2.783
2023-10-10,ERCOT,Storage_Focus,42.01,116092.50266038682,37.88,3.02,1.12,37.0,30618.471753838956,2.005933260472144,0.0,3.37,2.783
2023-10-11,ERCOT,Storage_Focus,39.54,112214.82431283547,34.56,3.37,1.6,36.3,19748.797470235415,5.34001673604862,0.0,0.28,2.783
2023-10-12,ERCOT,Storage_Focus,37.89,111684.84673503526,36.37,0.45,1.08,36.9,24559.006810607127,3.219540490177417,0.0,-0.88,2.783
2023-10-13,ERCOT,Storage_Focus,39.37,109467.49773810794,34.17,4.08,1.12,36.1,30714.035059835976,4.350665178049059,0.0,-0.02,2.783
2023-10-14,ERCOT,Storage_Focus,40.01,112468.85073172976,36.85,1.55,1.61,36.6,21053.816330721093,3.0787867674345186,0.0,0.03,2.783
2023-10-15,ERCOT,Storage_Focus,38.78,111090.14761086763,35.55,1.89,1.34,36.9,16312.38429369665,4.183349401891073,0.0,-0.04,2.783
2023-10-16,ERCOT,Storage_Focus,40.66,120208.58170047624,36.47,2.58,1.61,37.1,26503.862189415468,3.5868639940743368,0.0,1.62,2.783
2023-10-17,ERCOT,Storage_Focus,37.79,107908.28142204114,34.25,2.08,1.47,36.5,18538.22153852254,1.8186959712156927,0.0,-0.63,2.783
2023-10-18,ERCOT,Storage_Focus,40.86,111424.44733701843,36.37,2.27,2.22,37.0,27198.241196143837,4.293012241919099,0.0,-0.31,2.783
2023-10-19,ERCOT,Storage_Focus,39.56,108616.3527648304,35.51,2.52,1.53,36.0,40386.32645819143,2.7018248321125107,0.0,0.68,2.783
2023-10-20,ERCOT,Storage_Focus,36.22,110011.94995840064,32.0,3.15,1.07,37.0,8318.927581650034,6.514900639081533,0.0,-1.07,2.783
2023-10-21,ERCOT,Storage_Focus,40.66,113113.58020301127,37.12,2.46,1.09,36.3,12875.373708264722,2.5793994519348438,0.0,0.83,2.783
2023-10-22,ERCOT,Storage_Focus,37.96,114089.14303897024,35.36,1.32,1.28,36.9,14684.093097637011,3.8601666779654327,0.0,1.35,2.783
2023-10-23,ERCOT,Storage_Focus,37.72,110986.59138021473,34.23,2.28,1.21,36.5,24346.528321955884,6.565358228388767,0.0,0.25,2.783
2023-10-24,ERCOT,Storage_Focus,40.61,123942.49894128469,36.93,2.38,1.3,35.7,26594.850874191307,5.620339571865271,0.0,1.38,2.783
2023-10-25,ERCOT,Storage_Focus,36.9,110595.33138926278,33.62,1.98,1.3,36.9,14628.34784246926,6.9451222444277985,0.0,-0.03,2.783
2023-10-26,ERCOT,Storage_Focus,38.35,118957.97173700226,34.04,2.77,1.54,36.9,30513.52117195226,6.192678528208331,0.0,1.15,2.783
2023-10-27,ERCOT,Storage_Focus,41.53,115156.69842102195,38.21,2.03,1.29,37.7,9363.572158802323,4.583359393745791,0.0,-0.42,2.783
2023-10-28,ERCOT,Storage_Focus,38.35,114553.04346266181,35.61,1.79,0.95,37.0,16574.681641022868,6.830362651253667,0.0,-0.11,2.783
2023-10-29,ERCOT,Storage_Focus,35.4,107676.38510903351,33.22,0.57,1.62,37.1,24834.20004932956,7.22540988559604,0.0,-1.19,2.783
2023-10-30,ERCOT,Storage_Focus,37.39,111479.36053805194,33.63,2.8,0.96,36.8,27495.155727292014,8.76790326911801,0.0,-0.55,2.783
2023-10-31,ERCOT,Storage_Focus,36.86,108467.53883879822,34.0,1.47,1.4,37.2,33288.51980678824,7.8450543544566145,0.0,-0.52,2.783
2023-11-01,ERCOT,Storage_Focus,38.1,107523.1150362128,35.13,1.37,1.61,37.3,30551.832775030845,5.988181005317326,0.0,-0.73,2.485
2023-11-02,ERCOT,Storage_Focus,38.82,115595.00730682608,34.61,2.54,1.66,36.8,16026.735048037259,5.746615444889686,0.0,-0.55,2.485
